"","voted_for","ABC","CBS","NBC","CNN","Fox_News","MSNBC","PBS","Other","TV_type","Party","voted_for_binary"
"1586","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Independent",0
"1587","Biden","Yes","Yes","No","No","No","No","No","No","Both","Democrat",1
"1588","Trump","No","No","Yes","Yes","Yes","No","No","No","National Newscast","Independent",0
"1589","Trump","No","No","No","Yes","Yes","Yes","No","No","National Newscast","Republican",0
"1590","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"1591","Trump","No","No","No","Yes","No","No","No","No","National Newscast","Republican",0
"1592","Biden","No","No","No","No","No","Yes","Yes","No","National Newscast","Democrat",1
"1593","Biden","Yes","No","No","No","No","No","No","No","Both","Democrat",1
"1594","Biden","Yes","No","No","No","No","No","Yes","No","Both","Democrat",1
"1595","Trump","No","No","No","Yes","Yes","No","No","No","National Newscast","Independent",0
"1596","Biden","Yes","No","No","No","No","No","No","No","National Newscast","Republican",1
"1597","Trump","No","No","No","No","Yes","No","No","No","Both","Republican",0
"1598","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"1599","Biden","No","No","No","No","No","Yes","No","No","National Newscast","Democrat",1
"1600","Biden","Yes","No","Yes","Yes","No","No","No","No","Both","Independent",1
"1601","Biden","No","No","No","Yes","No","No","No","No","National Newscast","Democrat",1
"1602","Biden","Yes","Yes","No","No","No","No","No","No","Both","Republican",1
"1603","Trump","No","Yes","No","No","Yes","No","No","No","National Newscast","Republican",0
"1604","Biden","No","No","Yes","Yes","No","No","No","No","Both","Democrat",1
"1605","Biden","No","No","No","No","No","Yes","No","No","National Newscast","Democrat",1
"1606","Biden","No","No","No","Yes","No","No","No","No","National Newscast","Democrat",1
"1607","Biden","Yes","Yes","Yes","Yes","No","No","Yes","No","Both","Republican",1
"1608","Biden","No","No","Yes","No","No","No","No","No","Both","Democrat",1
"1609","Biden","No","No","Yes","Yes","No","Yes","No","No","Both","Independent",1
"1610","Biden","No","No","No","Yes","No","Yes","No","No","National Newscast","Democrat",1
"1611","Trump","No","Yes","No","No","Yes","No","No","Yes","Both","Independent",0
"1612","Biden","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Both","Democrat",1
"1613","Biden","No","No","No","No","No","Yes","No","No","National Newscast","Independent",1
"1614","Trump","No","Yes","No","Yes","No","No","No","No","Both","Republican",0
"1615","Biden","No","Yes","Yes","Yes","No","Yes","No","No","Both","Democrat",1
"1616","Biden","No","Yes","No","No","No","No","No","Yes","Both","Independent",1
"1617","Biden","No","No","No","Yes","No","No","No","No","Both","Democrat",1
"1618","Trump","Yes","No","No","No","No","No","No","Yes","Both","Republican",0
"1619","Trump","No","No","No","No","Yes","No","No","No","Both","Republican",0
"1620","Biden","No","No","No","Yes","No","No","No","No","National Newscast","Independent",1
"1621","Trump","No","Yes","No","No","No","No","No","No","Both","Republican",0
"1622","Trump","No","No","No","No","Yes","No","No","Yes","National Newscast","Independent",0
"1623","Trump","No","No","No","No","Yes","No","No","Yes","Both","Republican",0
"1624","Trump","Yes","No","No","No","Yes","No","Yes","No","National Newscast","Republican",0
"1625","Biden","Yes","Yes","No","Yes","No","No","No","No","Both","Democrat",1
"1626","Biden","Yes","Yes","No","Yes","No","No","No","No","Both","Democrat",1
"1627","Biden","No","No","No","Yes","No","No","No","No","National Newscast","Republican",1
"1628","Biden","Yes","Yes","Yes","Yes","No","No","No","No","Both","Democrat",1
"1629","Biden","No","No","No","No","No","No","Yes","No","National Newscast","Democrat",1
"1630","Trump","No","No","No","No","Yes","No","No","No","Both","Independent",0
"1631","Biden","Yes","No","No","No","No","No","Yes","No","Both","Democrat",1
"1632","Trump","No","No","No","No","Yes","No","No","No","Both","Republican",0
"1633","Trump","No","No","No","No","Yes","No","No","No","Both","Republican",0
"1634","Trump","No","No","No","Yes","No","No","No","No","National Newscast","Republican",0
"1635","Biden","Yes","Yes","Yes","Yes","Yes","Yes","No","No","National Newscast","Democrat",1
"1636","Biden","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Both","Democrat",1
"1637","Biden","No","No","No","Yes","No","No","No","Yes","National Newscast","Democrat",1
"1638","Biden","No","No","No","Yes","No","No","No","No","National Newscast","Democrat",1
"1639","Trump","Yes","No","No","No","Yes","No","No","No","Both","Independent",0
"1640","Biden","No","Yes","No","Yes","Yes","No","No","No","Both","Independent",1
"1641","Biden","Yes","No","No","No","No","Yes","No","No","Both","Democrat",1
"1642","Biden","No","Yes","No","Yes","Yes","Yes","No","No","Both","Democrat",1
"1643","Trump","No","No","No","Yes","Yes","No","No","Yes","Both","Republican",0
"1644","Trump","Yes","Yes","Yes","No","Yes","No","Yes","No","Both","Republican",0
"1645","Biden","No","No","No","Yes","No","No","No","No","National Newscast","Democrat",1
"1646","Biden","Yes","Yes","No","No","No","No","No","No","Both","Democrat",1
"1647","Biden","No","No","Yes","No","No","Yes","No","No","Both","Democrat",1
"1648","Biden","Yes","Yes","Yes","Yes","No","No","Yes","No","Both","Democrat",1
"1649","Trump","Yes","No","No","No","Yes","No","No","No","Both","Independent",0
"1650","Biden","No","No","No","Yes","No","Yes","No","No","National Newscast","Independent",1
"1651","Biden","No","No","Yes","No","No","No","No","No","National Newscast","Other",1
"1652","Biden","No","No","Yes","No","No","No","No","No","Both","Democrat",1
"1653","Trump","No","No","No","No","Yes","No","No","No","Both","Republican",0
"1654","Trump","No","No","No","Yes","No","No","No","No","National Newscast","Democrat",0
"1655","Biden","Yes","No","No","No","No","Yes","No","No","Both","Other",1
"1656","Trump","No","Yes","No","No","Yes","Yes","No","No","Both","Independent",0
"1657","Biden","No","No","No","No","No","Yes","No","No","National Newscast","Democrat",1
"1658","Trump","No","No","No","No","Yes","No","No","No","Both","Independent",0
"1659","Biden","No","No","Yes","Yes","No","No","No","No","Both","Democrat",1
"1660","Trump","No","Yes","No","No","Yes","No","No","No","Both","Republican",0
"1661","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"1662","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"1663","Trump","No","No","No","Yes","Yes","No","No","Yes","Both","Independent",0
"1664","Biden","No","Yes","No","No","No","No","No","No","National Newscast","Democrat",1
"1665","Biden","No","No","Yes","Yes","No","Yes","Yes","No","Both","Democrat",1
"1666","Trump","No","Yes","No","No","No","No","No","Yes","Both","Independent",0
"1667","Biden","Yes","No","No","No","Yes","No","No","No","Both","Independent",1
"1668","Biden","Yes","No","No","Yes","No","Yes","Yes","No","Both","Democrat",1
"1669","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"1670","Biden","Yes","No","No","No","No","Yes","No","No","Both","Independent",1
"1671","Biden","No","No","No","No","No","No","No","Yes","Both","Democrat",1
"1672","Trump","Yes","No","No","No","Yes","No","No","No","Both","Independent",0
"1673","Biden","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Both","Democrat",1
"1674","Biden","No","No","No","Yes","No","No","No","No","National Newscast","Democrat",1
"1675","Biden","No","Yes","No","Yes","Yes","No","Yes","No","National Newscast","Independent",1
"1676","Biden","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Both","Independent",1
"1677","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"1678","Biden","No","No","Yes","No","No","Yes","No","No","Both","Democrat",1
"1679","Biden","No","No","No","Yes","No","No","No","No","National Newscast","Democrat",1
"1680","Biden","No","No","Yes","No","No","No","No","No","Both","Independent",1
"1681","Biden","No","No","Yes","Yes","No","No","Yes","No","Both","Democrat",1
"1682","Biden","Yes","No","No","Yes","No","Yes","No","No","Both","Democrat",1
"1683","Trump","Yes","Yes","Yes","No","Yes","No","No","Yes","Both","Other",0
"1684","Trump","Yes","Yes","Yes","No","Yes","No","No","No","Both","Republican",0
"1685","Biden","No","No","No","No","No","Yes","No","No","National Newscast","Democrat",1
"1686","Trump","No","No","No","No","Yes","No","No","Yes","National Newscast","Other",0
"1687","Biden","No","Yes","No","No","No","No","Yes","Yes","Both","Democrat",1
"1688","Biden","Yes","Yes","Yes","Yes","No","Yes","No","No","Both","Democrat",1
"1689","Biden","No","No","No","No","No","Yes","Yes","No","National Newscast","Other",1
"1690","Trump","Yes","Yes","No","No","No","No","No","No","National Newscast","Independent",0
"1691","Biden","No","No","Yes","Yes","Yes","Yes","No","No","Both","Democrat",1
"1692","Biden","No","Yes","No","Yes","No","Yes","No","No","Both","Democrat",1
"1693","Biden","No","Yes","No","No","No","No","Yes","No","Both","Democrat",1
"1694","Biden","Yes","Yes","No","Yes","No","Yes","Yes","No","Both","Democrat",1
"1695","Trump","No","No","No","No","Yes","No","No","No","Both","Republican",0
"1696","Biden","No","Yes","Yes","Yes","No","Yes","Yes","No","National Newscast","Democrat",1
"1697","Biden","No","No","Yes","Yes","No","No","Yes","No","National Newscast","Democrat",1
"1698","Biden","No","No","No","Yes","No","No","No","No","National Newscast","Democrat",1
"1699","Biden","Yes","Yes","Yes","Yes","No","No","No","No","Both","Democrat",1
"1700","Trump","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Both","Republican",0
"1701","Biden","No","No","No","Yes","Yes","Yes","No","No","Both","Democrat",1
"1702","Biden","Yes","No","Yes","No","No","No","No","No","Both","Democrat",1
"1703","Biden","Yes","No","Yes","No","No","Yes","No","No","Both","Democrat",1
"1704","Biden","No","No","No","Yes","No","Yes","Yes","No","Both","Democrat",1
"1705","Biden","No","No","Yes","No","No","No","No","No","National Newscast","Independent",1
"1706","Trump","Yes","Yes","Yes","No","Yes","No","No","No","Both","Republican",0
"1707","Biden","Yes","No","Yes","Yes","No","Yes","No","No","National Newscast","Democrat",1
"1708","Biden","No","No","Yes","No","No","No","No","No","Both","Democrat",1
"1709","Biden","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Both","Democrat",1
"1710","Biden","Yes","No","No","Yes","No","No","No","No","Both","Independent",1
"1711","Trump","Yes","No","No","No","Yes","No","No","No","Both","Democrat",0
"1712","Biden","No","No","No","No","No","No","No","Yes","National Newscast","Democrat",1
"1713","Trump","No","Yes","No","No","Yes","No","No","No","National Newscast","Republican",0
"1714","Biden","No","No","No","No","No","Yes","No","No","National Newscast","Democrat",1
"1715","Biden","Yes","Yes","No","Yes","Yes","Yes","No","No","Both","Independent",1
"1716","Trump","No","Yes","No","No","No","No","No","No","Both","Republican",0
"1717","Trump","Yes","Yes","Yes","No","Yes","No","No","No","National Newscast","Republican",0
"1718","Trump","Yes","Yes","Yes","Yes","Yes","No","No","No","Both","Republican",0
"1719","Biden","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Both","Democrat",1
"1720","Trump","No","Yes","No","Yes","Yes","No","No","No","Both","Republican",0
"1721","Biden","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Both","Independent",1
"1722","Biden","No","Yes","No","No","No","Yes","No","No","Both","Democrat",1
"1723","Biden","Yes","No","No","Yes","No","Yes","No","No","Both","Democrat",1
"1724","Biden","No","No","Yes","No","No","Yes","Yes","No","Both","Democrat",1
"1725","Trump","No","No","No","No","No","Yes","Yes","No","National Newscast","Republican",0
"1726","Biden","No","Yes","Yes","Yes","No","No","No","No","Both","Independent",1
"1727","Biden","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Both","Democrat",1
"1728","Biden","No","No","No","Yes","No","No","No","No","National Newscast","Democrat",1
"1729","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"1730","Biden","Yes","No","No","Yes","Yes","No","No","No","National Newscast","Democrat",1
"1731","Biden","No","Yes","No","No","No","Yes","Yes","No","Both","Republican",1
"1732","Trump","Yes","No","No","No","Yes","No","No","No","Both","Republican",0
"1733","Biden","Yes","No","Yes","No","No","Yes","Yes","No","Both","Independent",1
"1734","Trump","No","No","Yes","Yes","Yes","Yes","No","No","Both","Republican",0
"1735","Biden","No","No","No","Yes","No","No","No","No","Both","Independent",1
"1736","Biden","No","No","Yes","Yes","No","No","No","No","Both","Democrat",1
"1737","Biden","No","No","Yes","Yes","No","Yes","No","No","Both","Democrat",1
"1738","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"1739","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"1740","Biden","Yes","No","Yes","No","No","No","Yes","No","Both","Democrat",1
"1741","Biden","No","Yes","No","No","No","No","No","No","Both","Democrat",1
"1742","Biden","Yes","No","No","No","No","Yes","Yes","No","National Newscast","Democrat",1
"1743","Biden","Yes","No","No","No","No","No","No","No","Both","Independent",1
"1744","Trump","Yes","No","No","No","No","No","No","No","Both","Republican",0
"1745","Biden","No","No","No","No","Yes","Yes","No","No","National Newscast","Independent",1
"1746","Biden","No","No","No","No","No","Yes","No","No","National Newscast","Democrat",1
"1747","Biden","No","No","No","Yes","No","Yes","Yes","No","Both","Democrat",1
"1748","Trump","No","Yes","No","No","No","No","No","No","Both","Independent",0
"1749","Biden","Yes","No","No","Yes","No","No","No","No","National Newscast","Democrat",1
"1750","Trump","No","No","No","No","Yes","No","No","No","Both","Republican",0
"1751","Biden","No","No","No","No","No","No","Yes","No","National Newscast","Independent",1
"1752","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Independent",0
"1753","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"1754","Biden","No","No","Yes","No","No","Yes","No","No","National Newscast","Independent",1
"1755","Biden","No","Yes","No","Yes","Yes","Yes","No","No","Both","Democrat",1
"1756","Biden","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Both","Democrat",1
"1757","Biden","Yes","No","No","No","No","Yes","No","No","Both","Democrat",1
"1758","Biden","Yes","No","No","Yes","No","Yes","No","No","Both","Democrat",1
"1759","Biden","Yes","No","Yes","Yes","Yes","No","No","No","Both","Republican",1
"1760","Biden","Yes","No","No","Yes","No","No","No","No","Both","Democrat",1
"1761","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"1762","Trump","No","No","No","Yes","Yes","No","No","No","National Newscast","Republican",0
"1763","Biden","Yes","No","No","Yes","No","Yes","No","No","Both","Democrat",1
"1764","Biden","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Both","Democrat",1
"1765","Biden","Yes","No","No","Yes","No","No","No","No","National Newscast","Republican",1
"1766","Biden","No","No","No","Yes","No","No","No","No","National Newscast","Democrat",1
"1767","Biden","Yes","No","No","No","No","No","No","No","National Newscast","Independent",1
"1768","Biden","Yes","No","No","Yes","No","Yes","No","No","Both","Democrat",1
"1769","Biden","No","No","No","No","No","No","No","Yes","National Newscast","Democrat",1
"1770","Biden","Yes","No","No","No","No","No","No","No","National Newscast","Democrat",1
"1771","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
